,text,sentiment
2555,RT JODYHiGHROLLER Winter is right around the corn dog soooooo ,positive
2556,Clear Roller Banners Help maintain health and safety in the workplace with our clear roller banners These ,positive
2557, NASASpaceflight Safety first ,neutral
2558,RT xbamk Hello If you re reading this please spare some time to pray for the health and safety of the Filipinos especially those who a ,neutral
2559,RT DrEricDing BREAKING Our entire country from coronavirus pandemic Another new all time record 150 000 cases today Thanksgiving holid ,neutral
2560,RT NHC Atlantic Tropical Storm Theta Advisory 16 Theta Expected to Begin Weakening Saturday and Become A Remnant Low On Sunday ,neutral
2561, ajwodecki It s a Flu D etat ,neutral
2562,RT ConradCollaco Please only leave the house for essential purposes Ontario Health Minister Christine Elliott HamOnt ,neutral
2563,RT SionHiggins I can see why Westminster wants to keep a hold of Wales it will cost them a fortune when we go independent indywales ht ,positive
2564,Here are five ways Toronto s hospitality businesses are putting guest safety first StaySafeTO ,neutral
2565,RT josstheboss The Chinese Flu is looking very American ,neutral
2566,RT xsweetdoom Life isn t about waiting for the storm to pass It s about learning to dance in the rain ,neutral
2567,that they are targeting the Canadian public themselves with their newly weaponized public affairs department The C ,neutral
2568,Now that s a storm South Australia ,neutral
2569,RT josstheboss The Chinese Flu is looking very American ,neutral
2570,RT I Am Winter From Winter Studios Summary On Today s Gist A Thread 1 One Kenyan lecturer with his students decided to carry out a n ,neutral
2571,RT Sime0nStylites I miss Suffolk ,negative
2572,Morning Update As COVID cases soar schools consider extending winter breaks ,negative
2573,RT Tellythecairn Shark Valley must be renamed ,neutral
2574,West Side had good field position to start the second half after a Bryler Shurtliff kick return but Brown gets stuf ,positive
2575,RT oneandonlyvann WALANG MATUTULOG KASAMA NYO KAMI SA PAG SIGAW NG SAKLOLO Please spare some time to pray for the health and safety of ,neutral
2576,RT mymyhui i cant sleep right now i cant stop thinking i cant unhear those screams from the ppl who are begging for help right now the ,positive
2577,Sowore has infected this one brain,negative
2578,RT Lakers The health and safety of our fans players staff and community are our main priority and we will continue to work with state a ,positive
2579,RT ZiadSatNam Mind boggling that Canadian workers cannot continue to access our natural resources industry due to Liberal policies but Ch ,neutral
2580,RT googlecanada Canada is home to a collaborative network of some of the most creative and brilliant thinkers in AI today Google Canada ,positive
2581,The NAC is taking the wait and see approach for winter sports the conference will reassess in January,neutral
2582, dawniehoops It has about 50 chance of causing you long term harm in some way based on the data It has 0 6 chan ,negative
2583,Thank you Cst BJ Petrie for your informative presentation on Social Media Safety today All grade 6 8 homerooms p ,neutral
2584,RT Prodigyz19 WINTER GIVEAWAY 60K 6 RANDOM PEOPLE WILL WIN 10K EACH Want to wish everyone good luck as this will be my last give ,positive
2585,While Saturday will start out dry scattered showers will develop in the afternoon and become widespread during the ,neutral
2586,Deep state is really deep ,neutral
2587,RT Beg1Girl Does a Dark Winter mean they are planning another attack of releasing the Virus Just asking because it s starting again T ,negative
2588,RT picardonhealth The evidence is conclusive Canada can t beat the pandemic by passing the buck globeandmail editorial ,neutral
2589,RT JackNationalist NDP Are communists the slime of the earth or what They publicly love mass murderers like Castro But when you poin ,positive
2590,RT disclosetv BREAKING Dozens of people are being held hostage on the rooftop of the Ubisoft building in Montreal Canada ,negative
2591, baianolol1 Tez Snow,neutral
2592, EveryAlbertan That s what we need about 3 4 weeks of lots of snow and cold to keep people home ,negative
2593,RT grace hase Breaking Santa Clara County is closing indoor dining effective Tuesday ,positive
2594,RT oneandonlyvann WALANG MATUTULOG KASAMA NYO KAMI SA PAG SIGAW NG SAKLOLO Please spare some time to pray for the health and safety of ,neutral
2595,RT jackmurphylive MAGAMarchDC People SAFETY WARNING ANTIFA will be searching for targets to harass or assault on Saturday and Saturda ,negative
2596,RT rosereyde The entirety of Tuguegarao is drowning Residents say they have not been warned enough Only 7 years back Tacloban has als ,negative
2597,RT Beg1Girl Does a Dark Winter mean they are planning another attack of releasing the Virus Just asking because it s starting again T ,negative
2598,RT MikeNickelYEG Snow amp ice built up on these public stairs near Ezio Faraone Park Packed ice became pretty dangerous so this private ,neutral
2599,RT SoftyKimTae I can t sleep rn because i can t unhear the screaming of help of those people The flood is currently 15 ft high and many ,neutral
2600,A lot of these MAGA are claiming that we ve always been a christian nation well if that s the case then we would ,positive
2601,RT LaxvenderL Welcome to Winter Wonderland In this activity you guys will be sending in pictures of different unique styles that you mak ,neutral
2602,RT disclosetv BREAKING Dozens of people are being held hostage on the rooftop of the Ubisoft building in Montreal Canada ,negative
2603,RT breakingweather Tropical Storm Iota has formed in the Caribbean Sea and is forecast to become a hurricane over the weekend ,neutral
2604, LACaldwellDC SpeakerPelosi Maybe instead of hosting a indoor dinner for new members House leaders could buy tak ,neutral
2605,RT cingraham Gavin Newsom s already apologized after news of his similar lapse in judgment broke earlier today ,negative
2606,Do as I say not as I do ,neutral
2607,Suicide figures are up Could 2 followers please copy and re post this tweet We re trying to demonstrate that some ,neutral
2608,RT josstheboss The Chinese Flu is looking very American ,neutral
2609,RT EntheosShines 93wibc StateHealthIN Total deaths total flu deaths in 2019 real number,neutral
2610, DrJenGunter You are freaking crazy You have to be paid by someone to pander this fear porn Study what Sweden did ,negative
2611,RT SoftyKimTae I can t sleep rn because i can t unhear the screaming of help of those people The flood is currently 15 ft high and many ,neutral
2612,RT CallMeCoachella Magical Snow Angel Set Includes Magical Snow Angel Cozy Corset Magical Snow Angel Laced Up Boots Magic ,neutral
2613,Tropical Storm Iota Forecast Information shp ,neutral
2614,Tropical Storm Iota Forecast Advisory Number 2 ,neutral
2615, WorkTheSpace Did you Manage In Canada On FM Once if so how did you find it considering there s like 7 games ,positive
2616,RT SoftyKimTae I can t sleep rn because i can t unhear the screaming of help of those people The flood is currently 15 ft high and many ,neutral
2617,RT BrittanyABC11 Tropical Storm Iota has formed It s forecast to make landfall as a major hurricane near the same spots that were just h ,neutral
2618,RT oneandonlyvann WALANG MATUTULOG KASAMA NYO KAMI SA PAG SIGAW NG SAKLOLO Please spare some time to pray for the health and safety of ,neutral
2619,yall know when you travel you gotta quarantine after right ive been seein wayyy too many of yall goin places and ,positive
2620,RT timothyjforster Something is going down at the Ubisoft building in Montreal Mile End but a few pointers for people looking for info ,neutral
2621, LizSly KatieBoWill I am sure they will lie more to Biden He might attack Canada thinking its Iran ,negative
2622,RT thelittlejxxker Parasol 2020 amp Winter 2018 Halo Giveaway Follow thelittlejxxker amp Pinkcheese cake amp HazelTheNob Retweet amp Lik ,neutral
2623, NickEl82710606 CBCOttawa I live in the heart of Vanier Montr al and Lacasse This is a 40 minute walk That s n ,neutral
2624,RT oneandonlyvann WALANG MATUTULOG KASAMA NYO KAMI SA PAG SIGAW NG SAKLOLO Please spare some time to pray for the health and safety of ,neutral
2625,RT PIX1ELIX i dont care if you re a filipino or not HELP US SPREAD AWARENESS we need donations for the evacuees necessities and prayer ,neutral
2626,RT crashandsmash66 Why should Canada have to borrow or print money We have the worlds 3rd largest oil reserve and hundreds of thousands ,neutral
2627,RT SoftyKimTae I can t sleep rn because i can t unhear the screaming of help of those people The flood is currently 15 ft high and many ,neutral
2628, tuIugaaraq I think the dot is just to show the number of cases visually per territory Otherwise a lot of those do ,neutral
2629,RT bethwilensky I don t care what the Capitol physician said or how ventilated this indoor space is We re asking people to cancel Thanks ,neutral
2630,Via skytrax uk aegeanairlines and easyJet receive 4 Star COVID 19 AirlineSafety Ratings ,neutral
2631,RT robbystarbuck elonmusk There s a reason that suddenly the flu has disappeared globally PCR must be picking it up as COVID That s ,neutral
2632, tumbleweed blows by ,neutral
2633,NJ colleges plan to play as Ivy League cancels winter sports ,neutral
2634, mattshotcha Did you have training for such a horrid event both at Ubisoft and now at Gun Also in light of the ,negative
2635,RT josstheboss The Chinese Flu is looking very American ,neutral
2636,RT josstheboss The Chinese Flu is looking very American ,neutral
2637,US embassy A UK US and CANADA Visa ban on Governor of Osun State Alh Isiaka Gboyega Oyetola Sign the Petition ,neutral
2638,RT pearlysmith Today has been spent knitting Trees Christmas Tree earrings winter tree earrings celebsforsmallbiz ,neutral
2639,Winter is here the Ice Wilds Pledge Manager now live It s time to pick what style of wintry hills you want wh ,neutral
2640,RT PIX1ELIX i dont care if you re a filipino or not HELP US SPREAD AWARENESS we need donations for the evacuees necessities and prayer ,neutral
2641,RT PIX1ELIX i dont care if you re a filipino or not HELP US SPREAD AWARENESS we need donations for the evacuees necessities and prayer ,neutral
2642,Tropical Storm Theta at sunset in the North Atlantic ,neutral
2643,RT ukskies Good advice and if your GP can t prescribe it for you you can get this stuff cheap enough over the counter Vitamin D 10micr ,neutral
2644,RT AOECOIN Breaking BreakingNews Very Strange Dozens ppl suddenly taken hostage on 10 floor rooftop Ubisoft building in Montrea ,negative
2645,All I want for Diwali is here Thank you RoliBooks for sending these treasures all the way to Canada and lighting ,neutral
